id_pedido;fecha_pedido;id_cliente;id_producto;unidades;canal;transportista;prioridad;distancia_km;dias_prometidos;stock_al_pedido;coste_envio;importe_pedido;fecha_entrega_prevista;fecha_entrega_real;entrega_tarde
50456;06/04/2026;10011;20049;5;Web;Transnova;Normal;736;2;13;10,76;666,1;08/04/2026;09/04/2026;1
50457;06/06/2026;10223;20058;2;Tienda;Rapidex;Normal;377;1;31;13,89;215,38;07/06/2026;12/06/2026;1
50458;18/01/2025;10024;20051;1;Tienda;Gopack;Normal;8;1;43;5,75;328,73;19/01/2025;19/01/2025;0
50459;26/01/2025;10122;20069;4;Web;Gopack;Alta;330;1;8;10,41;1184,36;27/01/2025;01/02/2025;1
50460;12/04/2026;10038;20060;1;Tienda;Gopack;Normal;334;2;26;10,45;149,55;14/04/2026;14/04/2026;0
50461;02/03/2026;10082;20067;4;Web;Rapidex;Normal;535;3;10;14,33;1458,44;05/03/2026;05/03/2026;0
50462;15/04/2026;10126;20050;5;Web;Rapidex;Normal;74;3;22;8,9;1646,7;18/04/2026;18/04/2026;0
50463;11/03/2025;10221;20061;2;Tienda;Gopack;Normal;221;1;24;5,28;613,68;12/03/2025;12/03/2025;0
50464;23/04/2026;10231;20064;4;Web;Rapidex;Normal;438;4;22;11,82;1572,56;27/04/2026;28/04/2026;1
50465;18/11/2025;10177;20065;5;App;Transnova;Normal;394;5;13;13,23;728,1;23/11/2025;29/11/2025;1
50466;19/12/2025;10217;20019;1;Tienda;Rapidex;Normal;422;1;24;9,06;342,13;20/12/2025;26/12/2025;1
50467;26/11/2025;10231;20064;4;App;Transnova;Normal;339;2;13;9,27;1572,56;28/11/2025;29/11/2025;1
50468;21/02/2026;10078;20051;2;Tienda;Rapidex;Normal;634;3;22;11,6;657,46;24/02/2026;28/02/2026;1
50469;08/08/2025;10031;20049;3;Tienda;Gopack;Normal;371;1;11;13,32;399,66;09/08/2025;10/08/2025;1
50470;03/07/2026;10079;20015;3;Tienda;Gopack;Alta;347;2;18;7,33;502,17;05/07/2026;06/07/2026;1
50471;18/03/2026;10161;20054;2;Tienda;Transnova;Normal;370;4;13;13,03;179,12;22/03/2026;24/03/2026;1
50472;07/12/2025;10021;20040;4;App;Blueship;Normal;427;2;12;13,38;819,08;09/12/2025;09/12/2025;0
50473;25/06/2025;10045;20014;3;Web;Transnova;Normal;372;1;9;8,36;1220,82;26/06/2025;26/06/2025;0
50474;14/03/2026;10236;20070;1;Tienda;Gopack;Normal;329;2;17;10,62;342,18;16/03/2026;22/03/2026;1
50475;21/11/2025;10073;20014;5;Tienda;Gopack;Normal;636;4;37;11,3;2034,7;25/11/2025;28/11/2025;1
50476;09/04/2026;10080;20038;1;Tienda;Transnova;Normal;320;3;15;8;130,44;12/04/2026;16/04/2026;1
50477;09/01/2026;10024;20001;1;App;Blueship;Normal;69;4;14;4,54;206,16;13/01/2026;13/01/2026;0
50478;13/05/2025;10029;20074;1;Web;Rapidex;Alta;188;1;15;12,5;262,74;14/05/2025;14/05/2025;0
50479;11/06/2026;10160;20049;3;App;Gopack;Normal;19;2;11;8,44;399,66;13/06/2026;13/06/2026;0
50480;06/09/2025;10032;20035;2;Tienda;Rapidex;Normal;411;5;26;11,46;422,94;11/09/2025;11/09/2025;0
50481;01/05/2025;10015;20027;5;Web;Blueship;Normal;355;5;34;13,17;570,1;06/05/2025;06/05/2025;0
50482;18/06/2026;10220;20035;2;Web;Transnova;Normal;138;1;13;3,71;422,94;19/06/2026;19/06/2026;0
50483;01/04/2026;10137;20004;4;Tienda;Gopack;Alta;269;5;2;10,45;1495,68;06/04/2026;09/04/2026;1
50484;25/05/2026;10058;20009;1;Tienda;Rapidex;Normal;264;3;8;6,84;394,03;28/05/2026;28/05/2026;0
50485;06/02/2026;10083;20017;3;Tienda;Blueship;Normal;551;1;16;11,28;135,78;07/02/2026;10/02/2026;1
50486;18/04/2025;10011;20028;3;Tienda;Blueship;Normal;434;3;2;10,39;217,8;21/04/2025;26/04/2025;1
50487;22/10/2025;10018;20029;4;Web;Blueship;Alta;366;5;12;11,2;179;27/10/2025;01/11/2025;1
50488;05/05/2025;10135;20062;2;Web;Blueship;Normal;394;1;16;12,31;286,38;06/05/2025;09/05/2025;1
50489;12/04/2025;10164;20074;1;Tienda;Gopack;Alta;268;1;35;8,53;262,74;13/04/2025;19/04/2025;1
50490;15/07/2025;10150;20021;5;App;Gopack;Normal;183;1;0;8,87;720,75;16/07/2025;17/07/2025;1
50491;25/10/2025;10157;20006;4;App;Transnova;Normal;53;3;11;8,11;194,64;28/10/2025;03/11/2025;1
50492;16/07/2025;10155;20050;5;Web;Rapidex;Normal;281;3;28;11,89;1646,7;19/07/2025;19/07/2025;0
50493;23/07/2025;10237;20021;5;Tienda;Gopack;Normal;367;4;16;12,79;720,75;27/07/2025;27/07/2025;0
50494;06/07/2025;10123;20036;3;Tienda;Gopack;Normal;163;2;33;5,78;744,6;08/07/2025;12/07/2025;1
50495;08/06/2026;10037;20055;4;Tienda;Gopack;Normal;332;2;18;8,54;1537;10/06/2026;12/06/2026;1
50496;23/04/2026;10192;20012;2;Web;Transnova;Normal;520;5;28;10,18;55,36;28/04/2026;28/04/2026;0
50497;12/12/2025;10147;20017;2;Web;Gopack;Normal;290;5;19;6,28;90,52;17/12/2025;17/12/2025;0
50498;28/09/2025;10075;20053;2;Tienda;Transnova;Normal;735;2;0;16,74;725,86;30/09/2025;06/10/2025;1
50499;19/05/2026;10029;20019;2;App;Rapidex;Normal;107;4;25;8,62;684,26;23/05/2026;23/05/2026;0
50500;13/01/2025;10057;20020;4;Web;Gopack;Normal;353;5;28;12,39;1098,04;18/01/2025;21/01/2025;1
50501;15/06/2026;10088;20057;2;App;Transnova;Normal;587;5;14;8,21;464,82;20/06/2026;22/06/2026;1
50502;08/02/2026;10025;20053;1;Web;Transnova;Alta;84;2;10;2,5;362,93;10/02/2026;10/02/2026;0
50503;24/09/2025;10055;20035;5;App;Transnova;Normal;98;5;13;6,9;1057,35;29/09/2025;29/09/2025;0
50504;29/06/2026;10177;20013;3;Web;Rapidex;Normal;362;3;16;9,95;173,07;02/07/2026;02/07/2026;0
50505;29/01/2026;10104;20017;2;App;Transnova;Normal;741;4;10;15,67;90,52;02/02/2026;08/02/2026;1
50506;22/01/2025;10124;20027;1;App;Blueship;Normal;414;2;27;9,16;114,02;24/01/2025;24/01/2025;0
50507;27/01/2026;10135;20022;3;App;Transnova;Normal;270;2;10;7,52;418,89;29/01/2026;29/01/2026;0
50508;19/06/2025;10038;20020;3;App;Gopack;Alta;521;3;18;12,71;823,53;22/06/2025;28/06/2025;1
50509;31/07/2025;10222;20042;1;Tienda;Blueship;Normal;722;1;23;10,38;188,41;01/08/2025;02/08/2025;1
50510;22/04/2026;10067;20064;1;Web;Rapidex;Normal;156;1;24;9,31;393,14;23/04/2026;23/04/2026;0
50511;12/01/2025;10078;20045;5;Tienda;Rapidex;Normal;148;2;23;6,71;1424,3;14/01/2025;14/01/2025;0
50512;23/09/2025;10213;20072;1;Tienda;Transnova;Normal;399;1;23;8,27;263,43;24/09/2025;28/09/2025;1
50513;22/08/2025;10153;20071;3;Web;Blueship;Normal;294;1;10;7,61;881,43;23/08/2025;28/08/2025;1
50514;09/02/2026;10257;20026;1;App;Gopack;Normal;184;4;27;4,96;57,81;13/02/2026;13/02/2026;0
50515;06/07/2025;10021;20024;1;App;Transnova;Normal;704;2;16;11,77;207,5;08/07/2025;10/07/2025;1
50516;15/06/2026;10143;20036;2;Tienda;Gopack;Normal;432;5;10;10,46;496,4;20/06/2026;20/06/2026;0
50517;11/11/2025;10069;20071;3;Tienda;Gopack;Normal;23;5;10;4,49;881,43;16/11/2025;16/11/2025;0
50518;18/12/2025;10232;20064;3;App;Blueship;Normal;5;1;4;2,88;1179,42;19/12/2025;25/12/2025;1
50519;12/10/2025;10074;20029;2;App;Gopack;Normal;512;4;1;11,24;89,5;16/10/2025;20/10/2025;1
50520;29/06/2026;10003;20069;1;Tienda;Blueship;Normal;1051;4;28;18,54;296,09;03/07/2026;07/07/2026;1
50521;15/06/2026;10034;20031;3;Web;Gopack;Normal;235;3;16;9,81;102,36;18/06/2026;18/06/2026;0
50522;18/07/2025;10055;20073;3;Tienda;Blueship;Normal;521;1;20;11,07;1120,35;19/07/2025;19/07/2025;0
50523;03/05/2026;10081;20039;3;Web;Transnova;Normal;584;4;11;15,11;295,5;07/05/2026;11/05/2026;1
50524;06/04/2025;10081;20066;3;Tienda;Rapidex;Normal;5;5;30;4,17;947,97;11/04/2025;11/04/2025;0
50525;24/03/2026;10054;20027;2;Web;Gopack;Alta;538;5;11;13,3;228,04;29/03/2026;31/03/2026;1
50526;30/03/2025;10099;20046;5;Web;Rapidex;Normal;6;3;22;6,14;690,05;02/04/2025;02/04/2025;0
50527;15/01/2025;10135;20048;2;Web;Rapidex;Normal;828;4;20;14,23;479,48;19/01/2025;21/01/2025;1
50528;11/06/2025;10018;20035;5;Tienda;Rapidex;Normal;116;2;20;12,7;1057,35;13/06/2025;13/06/2025;0
50529;08/09/2025;10191;20046;3;Tienda;Rapidex;Normal;175;4;16;7,7;414,03;12/09/2025;12/09/2025;0
50530;13/10/2025;10012;20026;5;App;Blueship;Normal;197;1;19;8,87;289,05;14/10/2025;14/10/2025;0
50531;25/08/2025;10143;20007;5;Tienda;Blueship;Normal;91;3;27;6,08;609,85;28/08/2025;28/08/2025;0
50532;22/04/2026;10173;20040;5;Tienda;Gopack;Normal;384;3;0;10,95;1023,85;25/04/2026;30/04/2026;1
50533;30/08/2025;10016;20006;1;Web;Gopack;Normal;323;5;24;9,45;48,66;04/09/2025;04/09/2025;0
50534;22/07/2025;10024;20015;2;App;Transnova;Normal;339;4;33;12,04;334,78;26/07/2025;30/07/2025;1
50535;23/11/2025;10010;20057;2;App;Blueship;Normal;155;1;19;7,2;464,82;24/11/2025;24/11/2025;0
50536;21/02/2026;10075;20039;1;Tienda;Blueship;Normal;281;5;41;5,73;98,5;26/02/2026;03/03/2026;1
50537;01/07/2025;10170;20062;3;Tienda;Transnova;Normal;162;4;23;5,87;429,57;05/07/2025;05/07/2025;0
50538;18/06/2026;10027;20004;3;App;Rapidex;Normal;597;1;19;13,86;1121,76;19/06/2026;25/06/2026;1
50539;10/10/2025;10009;20037;5;Web;Rapidex;Normal;444;1;30;13,79;2058,85;11/10/2025;11/10/2025;0
50540;29/03/2026;10067;20005;3;Tienda;Blueship;Alta;460;5;34;10,51;583,8;03/04/2026;07/04/2026;1
50541;08/04/2025;10050;20047;5;Tienda;Transnova;Normal;628;2;18;14,53;1412,05;10/04/2025;10/04/2025;0
50542;22/06/2025;10135;20050;2;Web;Transnova;Normal;5;4;6;3,43;658,68;26/06/2025;26/06/2025;0
50543;16/03/2026;10230;20012;1;Tienda;Gopack;Alta;321;4;32;7,96;27,68;20/03/2026;26/03/2026;1
50544;12/03/2025;10144;20016;3;Web;Blueship;Alta;566;5;13;15,73;34,53;17/03/2025;20/03/2025;1
50545;29/09/2025;10090;20034;2;Tienda;Rapidex;Normal;429;1;29;8,01;513,64;30/09/2025;30/09/2025;0
50546;02/11/2025;10128;20047;5;Tienda;Rapidex;Normal;331;3;18;12,49;1412,05;05/11/2025;07/11/2025;1
50547;26/12/2025;10253;20066;3;Tienda;Transnova;Normal;871;4;14;16,43;947,97;30/12/2025;31/12/2025;1
50548;30/04/2025;10090;20028;1;Tienda;Rapidex;Normal;371;2;26;8,92;72,6;02/05/2025;04/05/2025;1
50549;12/05/2026;10195;20056;5;Tienda;Gopack;Normal;347;2;12;10,87;459,85;14/05/2026;16/05/2026;1
50550;15/01/2025;10042;20027;1;Tienda;Blueship;Normal;573;5;1;10,21;114,02;20/01/2025;23/01/2025;1
50551;04/06/2025;10253;20003;5;Tienda;Blueship;Alta;5;5;9;7,73;1277,1;09/06/2025;09/06/2025;0
50552;04/03/2025;10247;20013;1;Tienda;Transnova;Alta;511;3;16;8,6;57,69;07/03/2025;07/03/2025;0
50553;02/09/2025;10058;20059;4;App;Gopack;Normal;442;1;2;12,91;930,8;03/09/2025;08/09/2025;1
50554;28/07/2025;10035;20061;2;App;Blueship;Normal;255;4;35;8,18;613,68;01/08/2025;03/08/2025;1
50555;30/04/2026;10199;20020;4;Web;Blueship;Normal;437;3;29;10,48;1098,04;03/05/2026;03/05/2026;0
50556;25/12/2025;10163;20049;5;Tienda;Gopack;Normal;436;2;9;12,48;666,1;27/12/2025;02/01/2026;1
50557;07/07/2025;10105;20052;5;App;Rapidex;Normal;5;3;15;10,81;329,3;10/07/2025;10/07/2025;0
50558;07/09/2025;10254;20019;4;App;Transnova;Normal;535;3;30;13,31;1368,52;10/09/2025;10/09/2025;0
50559;17/03/2025;10144;20072;3;Web;Gopack;Normal;65;1;6;10,38;790,29;18/03/2025;18/03/2025;0
50560;28/03/2025;10096;20064;1;Tienda;Transnova;Normal;450;1;18;8,13;393,14;29/03/2025;31/03/2025;1
50561;25/08/2025;10115;20033;2;Tienda;Transnova;Alta;559;2;3;14,31;322,42;27/08/2025;02/09/2025;1
50562;06/02/2025;10079;20071;3;Tienda;Transnova;Normal;219;3;26;10,46;881,43;09/02/2025;10/02/2025;1
50563;28/12/2025;10071;20053;4;Tienda;Blueship;Normal;182;5;18;10,78;1451,72;02/01/2026;02/01/2026;0
50564;16/01/2025;10177;20071;2;Web;Gopack;Normal;254;2;24;11,7;587,62;18/01/2025;19/01/2025;1
50565;24/09/2025;10259;20054;2;App;Transnova;Normal;5;5;24;5,44;179,12;29/09/2025;29/09/2025;0
50566;11/02/2026;10081;20024;4;Web;Transnova;Normal;219;2;22;6,36;830;13/02/2026;17/02/2026;1
50567;06/10/2025;10201;20062;1;App;Gopack;Alta;490;2;14;9,36;143,19;08/10/2025;11/10/2025;1
50568;10/10/2025;10137;20013;4;App;Rapidex;Alta;408;2;25;9,42;230,76;12/10/2025;17/10/2025;1
50569;10/09/2025;10030;20029;1;Web;Gopack;Normal;656;3;19;11,77;44,75;13/09/2025;16/09/2025;1
50570;29/04/2025;10022;20063;1;App;Rapidex;Normal;415;3;14;9,4;236,55;02/05/2025;02/05/2025;0
50571;23/12/2025;10236;20039;2;Tienda;Transnova;Normal;329;5;34;5,74;197;28/12/2025;28/12/2025;0
50572;09/01/2025;10070;20028;3;Tienda;Blueship;Normal;251;2;10;8,14;217,8;11/01/2025;15/01/2025;1
50573;19/11/2025;10075;20045;3;Tienda;Transnova;Normal;421;4;29;12,21;854,58;23/11/2025;23/11/2025;0
50574;15/03/2025;10136;20016;1;App;Transnova;Normal;229;4;0;5,82;11,51;19/03/2025;19/03/2025;0
50575;24/03/2025;10195;20068;2;Web;Blueship;Normal;299;4;18;8,95;258,78;28/03/2025;29/03/2025;1
50576;26/01/2025;10074;20003;4;App;Gopack;Alta;88;5;13;6,46;1021,68;31/01/2025;31/01/2025;0
50577;12/02/2026;10016;20039;5;Tienda;Transnova;Alta;584;2;21;12,47;492,5;14/02/2026;19/02/2026;1
50578;03/04/2026;10074;20065;4;Web;Rapidex;Normal;646;3;16;13,04;582,48;06/04/2026;06/04/2026;0
50579;31/07/2025;10198;20030;5;Web;Blueship;Normal;562;1;5;13,74;1512,2;01/08/2025;01/08/2025;0
50580;13/05/2026;10068;20004;1;Web;Rapidex;Normal;189;3;4;5,11;373,92;16/05/2026;16/05/2026;0
50581;14/04/2025;10164;20020;3;Tienda;Blueship;Normal;394;2;21;11,46;823,53;16/04/2025;22/04/2025;1
50582;13/02/2026;10226;20006;1;App;Blueship;Normal;416;4;14;5,52;48,66;17/02/2026;17/02/2026;0
50583;18/08/2025;10090;20017;3;App;Rapidex;Normal;287;4;24;7,96;135,78;22/08/2025;22/08/2025;0
50584;22/02/2025;10051;20046;3;Tienda;Transnova;Normal;129;2;17;7,46;414,03;24/02/2025;24/02/2025;0
50585;07/02/2025;10079;20057;4;Tienda;Rapidex;Normal;140;1;20;8,62;929,64;08/02/2025;08/02/2025;0
50586;19/02/2026;10142;20038;5;App;Rapidex;Normal;385;5;14;13,03;652,2;24/02/2026;24/02/2026;0
50587;23/11/2025;10203;20025;3;Tienda;Transnova;Normal;5;4;10;6,75;965,97;27/11/2025;27/11/2025;0
50588;08/03/2026;10066;20071;1;App;Transnova;Normal;408;3;18;13,07;293,81;11/03/2026;16/03/2026;1
50589;13/04/2026;10049;20051;5;App;Rapidex;Normal;539;1;31;12,42;1643,65;14/04/2026;14/04/2026;0
50590;15/10/2025;10204;20064;4;App;Gopack;Normal;280;2;10;9,77;1572,56;17/10/2025;17/10/2025;0
50591;27/01/2026;10050;20039;4;Web;Gopack;Normal;485;2;0;9,35;394;29/01/2026;29/01/2026;0
50592;08/11/2025;10250;20074;4;Tienda;Blueship;Normal;575;4;14;15,43;1050,96;12/11/2025;15/11/2025;1
50593;09/11/2025;10123;20035;3;Tienda;Rapidex;Normal;305;1;18;11,48;634,41;10/11/2025;10/11/2025;0
50594;15/08/2025;10249;20050;1;Tienda;Gopack;Normal;236;4;4;6,28;329,34;19/08/2025;19/08/2025;0
50595;12/03/2026;10030;20048;4;Web;Transnova;Normal;448;1;18;10,61;958,96;13/03/2026;19/03/2026;1
50596;25/03/2025;10133;20028;4;Web;Rapidex;Normal;205;2;37;6,05;290,4;27/03/2025;27/03/2025;0
50597;09/02/2025;10223;20075;5;App;Rapidex;Normal;5;5;23;5,36;926,7;14/02/2025;14/02/2025;0
50598;05/08/2025;10172;20069;3;Web;Gopack;Normal;71;5;18;4,86;888,27;10/08/2025;10/08/2025;0
50599;02/06/2026;10145;20038;1;App;Transnova;Normal;451;4;19;10,78;130,44;06/06/2026;12/06/2026;1
50600;25/05/2026;10084;20046;1;App;Blueship;Normal;64;1;27;2,5;138,01;26/05/2026;26/05/2026;0
50601;08/09/2025;10241;20074;1;Tienda;Rapidex;Normal;374;4;24;9,55;262,74;12/09/2025;16/09/2025;1
50602;16/06/2025;10151;20009;4;App;Gopack;Normal;222;2;14;11,87;1576,12;18/06/2025;20/06/2025;1
50603;26/02/2026;10130;20070;3;App;Gopack;Alta;352;3;23;8,27;1026,54;01/03/2026;07/03/2026;1
50604;20/07/2025;10164;20019;2;Web;Transnova;Normal;46;4;0;3,46;684,26;24/07/2025;24/07/2025;0
50605;10/07/2025;10022;20056;5;Tienda;Gopack;Normal;286;5;16;12,25;459,85;15/07/2025;15/07/2025;0
50606;31/07/2025;10035;20066;5;Web;Gopack;Normal;52;4;0;9,73;1579,95;04/08/2025;04/08/2025;0
50607;06/09/2025;10074;20037;2;Web;Transnova;Alta;104;2;27;5,37;823,54;08/09/2025;08/09/2025;0
50608;11/06/2025;10087;20031;2;Web;Blueship;Alta;5;3;18;9,08;68,24;14/06/2025;16/06/2025;1
50609;30/09/2025;10128;20066;3;Tienda;Gopack;Normal;59;2;25;5,82;947,97;02/10/2025;02/10/2025;0
50610;01/10/2025;10120;20006;1;Tienda;Rapidex;Alta;5;1;13;4,74;48,66;02/10/2025;02/10/2025;0
50611;27/04/2026;10183;20054;5;Web;Gopack;Normal;294;5;19;12,02;447,8;02/05/2026;04/05/2026;1
50612;21/12/2025;10191;20013;3;Web;Transnova;Normal;427;4;27;10,23;173,07;25/12/2025;28/12/2025;1
50613;28/01/2026;10070;20042;4;Web;Transnova;Normal;13;1;25;6,92;753,64;29/01/2026;29/01/2026;0
50614;14/11/2025;10039;20033;4;Tienda;Blueship;Normal;344;5;16;10,37;644,84;19/11/2025;25/11/2025;1
50615;23/07/2025;10064;20075;2;Tienda;Gopack;Normal;344;1;19;6,02;370,68;24/07/2025;24/07/2025;0
50616;01/06/2025;10126;20013;2;App;Gopack;Normal;393;4;25;11,54;115,38;05/06/2025;05/06/2025;0
50617;08/04/2025;10222;20068;5;Web;Gopack;Normal;289;1;21;11,95;646,95;09/04/2025;09/04/2025;0
50618;27/06/2025;10223;20006;5;Web;Rapidex;Normal;482;5;23;12,58;243,3;02/07/2025;02/07/2025;0
50619;09/12/2025;10194;20070;1;App;Blueship;Normal;188;1;36;7,62;342,18;10/12/2025;10/12/2025;0
50620;11/10/2025;10029;20063;4;Web;Rapidex;Normal;303;1;18;12,08;946,2;12/10/2025;17/10/2025;1
50621;08/09/2025;10232;20061;1;Web;Gopack;Alta;795;1;26;14,41;306,84;09/09/2025;11/09/2025;1
50622;15/03/2026;10258;20012;1;Web;Blueship;Normal;5;5;39;4,71;27,68;20/03/2026;20/03/2026;0
50623;26/05/2025;10212;20073;5;Tienda;Rapidex;Normal;223;5;24;10,27;1867,25;31/05/2025;31/05/2025;0
50624;29/12/2025;10173;20005;1;App;Gopack;Alta;155;5;13;5,27;194,6;03/01/2026;08/01/2026;1
50625;30/08/2025;10108;20071;1;Tienda;Transnova;Normal;508;1;21;10,38;293,81;31/08/2025;06/09/2025;1
50626;17/06/2026;10176;20055;4;Web;Gopack;Normal;570;1;26;15,77;1537;18/06/2026;21/06/2026;1
50627;30/11/2025;10181;20001;1;Web;Gopack;Normal;397;2;6;9,83;206,16;02/12/2025;03/12/2025;1
50628;20/03/2025;10053;20026;1;Web;Transnova;Normal;558;3;13;11,67;57,81;23/03/2025;29/03/2025;1
50629;27/12/2025;10232;20049;5;Tienda;Blueship;Normal;288;5;6;11,09;666,1;01/01/2026;01/01/2026;0
50630;04/06/2025;10067;20022;2;App;Rapidex;Alta;454;5;15;7,53;279,26;09/06/2025;14/06/2025;1
50631;03/08/2025;10171;20007;5;App;Rapidex;Alta;323;5;14;8,4;609,85;08/08/2025;14/08/2025;1
50632;10/05/2025;10231;20039;4;Tienda;Transnova;Normal;641;2;15;16,21;394;12/05/2025;13/05/2025;1
50633;23/06/2025;10100;20059;2;Web;Gopack;Normal;185;4;7;11,99;465,4;27/06/2025;27/06/2025;0
50634;09/03/2026;10095;20065;2;Tienda;Transnova;Normal;26;5;16;4,1;291,24;14/03/2026;14/03/2026;0
50635;02/03/2026;10087;20018;3;Tienda;Transnova;Normal;340;5;19;8,84;428,04;07/03/2026;07/03/2026;0
50636;17/05/2026;10096;20056;2;Web;Transnova;Normal;232;5;19;9,55;183,94;22/05/2026;22/05/2026;0
50637;02/11/2025;10116;20069;4;App;Rapidex;Normal;535;3;3;13,51;1184,36;05/11/2025;05/11/2025;0
50638;16/07/2025;10209;20034;4;Tienda;Rapidex;Normal;565;2;22;16,59;1027,28;18/07/2025;22/07/2025;1
50639;28/02/2026;10108;20015;5;App;Transnova;Normal;430;3;29;13,08;836,95;03/03/2026;05/03/2026;1
50640;24/01/2025;10058;20042;5;Tienda;Gopack;Normal;5;3;26;8,38;942,05;27/01/2025;31/01/2025;1
50641;02/03/2026;10209;20027;3;Web;Rapidex;Normal;645;4;0;14,55;342,06;06/03/2026;08/03/2026;1
50642;20/06/2025;10035;20070;1;Web;Rapidex;Normal;5;1;11;4,49;342,18;21/06/2025;21/06/2025;0
50643;27/10/2025;10089;20060;1;App;Rapidex;Normal;125;1;21;6,12;149,55;28/10/2025;28/10/2025;0
50644;11/05/2025;10175;20051;3;Web;Gopack;Normal;445;1;2;6,45;986,19;12/05/2025;16/05/2025;1
50645;31/07/2025;10233;20074;5;App;Blueship;Normal;475;1;14;16,22;1313,7;01/08/2025;06/08/2025;1
50646;12/01/2025;10058;20038;2;Web;Gopack;Normal;120;4;19;5,87;260,88;16/01/2025;16/01/2025;0
50647;26/03/2026;10022;20047;4;Web;Blueship;Normal;164;5;26;4,72;1129,64;31/03/2026;31/03/2026;0
50648;24/02/2026;10068;20032;1;Web;Rapidex;Normal;616;4;20;13,96;145,37;28/02/2026;02/03/2026;1
50649;26/09/2025;10010;20058;5;Tienda;Transnova;Normal;5;1;8;8,9;538,45;27/09/2025;27/09/2025;0
50650;02/05/2026;10144;20006;1;Web;Rapidex;Alta;437;4;2;9,4;48,66;06/05/2026;06/05/2026;0
50651;27/08/2025;10070;20067;2;Tienda;Gopack;Normal;136;4;20;6,02;729,22;31/08/2025;31/08/2025;0
50652;04/07/2026;10142;20006;3;App;Rapidex;Normal;597;1;11;13,81;145,98;05/07/2026;10/07/2026;1
50653;08/01/2025;10188;20059;1;Web;Rapidex;Normal;334;3;19;6,86;232,7;11/01/2025;11/01/2025;0
50654;08/11/2025;10140;20065;2;Tienda;Transnova;Normal;743;5;11;15,7;291,24;13/11/2025;16/11/2025;1
50655;05/03/2026;10116;20024;2;Tienda;Transnova;Normal;262;3;2;5,16;415;08/03/2026;08/03/2026;0
50656;08/06/2026;10023;20072;1;App;Blueship;Normal;5;1;29;3,74;263,43;09/06/2026;11/06/2026;1
50657;21/07/2025;10165;20019;2;Web;Rapidex;Normal;530;3;1;10,34;684,26;24/07/2025;24/07/2025;0
50658;30/11/2025;10117;20061;5;Web;Rapidex;Alta;480;5;0;13,19;1534,2;05/12/2025;06/12/2025;1
50659;11/08/2025;10253;20008;3;App;Transnova;Normal;5;3;11;5,57;706,38;14/08/2025;18/08/2025;1
50660;02/09/2025;10197;20073;2;Tienda;Gopack;Normal;5;3;18;4,88;746,9;05/09/2025;05/09/2025;0
50661;08/01/2025;10103;20051;2;Tienda;Gopack;Alta;112;5;15;6,51;657,46;13/01/2025;13/01/2025;0
50662;05/11/2025;10163;20006;3;Web;Blueship;Normal;252;4;19;10,26;145,98;09/11/2025;15/11/2025;1
50663;25/10/2025;10225;20075;1;App;Blueship;Normal;380;2;18;9,94;185,34;27/10/2025;28/10/2025;1
50664;08/05/2026;10152;20073;5;App;Rapidex;Normal;179;4;12;10,75;1867,25;12/05/2026;12/05/2026;0
50665;09/04/2025;10216;20003;3;Tienda;Gopack;Alta;247;5;23;6,01;766,26;14/04/2025;20/04/2025;1
50666;23/01/2025;10205;20042;3;App;Gopack;Normal;287;1;9;8,05;565,23;24/01/2025;24/01/2025;0
50667;03/06/2025;10062;20031;3;Web;Blueship;Normal;182;5;22;8,69;102,36;08/06/2025;08/06/2025;0
50668;08/06/2026;10235;20059;5;App;Rapidex;Normal;468;4;16;13,69;1163,5;12/06/2026;12/06/2026;0
50669;05/03/2026;10221;20056;2;Tienda;Transnova;Normal;204;3;35;5,79;183,94;08/03/2026;08/03/2026;0
50670;10/03/2025;10061;20021;4;App;Blueship;Normal;279;1;16;10,41;576,6;11/03/2025;11/03/2025;0
50671;02/02/2025;10177;20006;4;Tienda;Gopack;Normal;430;5;21;13,11;194,64;07/02/2025;07/02/2025;0
50672;22/02/2025;10077;20041;5;App;Rapidex;Normal;186;4;12;10,72;310,85;26/02/2025;01/03/2025;1
50673;22/05/2026;10059;20032;5;App;Rapidex;Normal;186;4;20;13,12;726,85;26/05/2026;26/05/2026;0
50674;01/03/2026;10199;20074;3;Tienda;Transnova;Normal;202;4;11;8,93;788,22;05/03/2026;05/03/2026;0
50675;13/07/2025;10037;20063;1;Tienda;Transnova;Normal;394;4;45;9,18;236,55;17/07/2025;17/07/2025;0
50676;17/05/2026;10125;20013;3;Web;Rapidex;Alta;533;2;22;14,65;173,07;19/05/2026;21/05/2026;1
50677;19/10/2025;10160;20055;4;App;Transnova;Normal;384;4;32;12,64;1537;23/10/2025;23/10/2025;0
50678;27/08/2025;10134;20027;3;App;Transnova;Normal;218;3;16;10,52;342,06;30/08/2025;30/08/2025;0
50679;25/12/2025;10110;20045;3;Tienda;Blueship;Normal;531;5;28;11,74;854,58;30/12/2025;02/01/2026;1
50680;02/08/2025;10227;20019;5;Tienda;Gopack;Normal;227;5;25;10,07;1710,65;07/08/2025;07/08/2025;0
50681;26/06/2026;10156;20072;3;Tienda;Gopack;Normal;465;4;6;14,2;790,29;30/06/2026;01/07/2026;1
50682;06/01/2025;10223;20055;3;App;Blueship;Alta;413;2;30;11,86;1152,75;08/01/2025;12/01/2025;1
50683;20/11/2025;10074;20036;5;Tienda;Transnova;Normal;236;3;4;8,79;1241;23/11/2025;23/11/2025;0
